gisaid_epi_isl,date,segment,originating_lab,submitting_lab,authors,url,date_submitted
EPI_ISL_424867,2020-03-06,genome,KS Health and Environmental Laboratories,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_436941,2020-04-08,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436942,2020-04-08,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436943,2020-04-04,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436944,2020-04-06,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436946,2020-04-07,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436947,2020-04-06,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436949,2020-04-04,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436951,2020-04-06,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436952,2020-04-06,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436953,2020-04-06,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436954,2020-04-09,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436955,2020-04-08,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436956,2020-04-03,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436958,2020-04-06,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436959,2020-04-05,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_436961,2020-04-06,genome,Ochsner Health,"Bioinfoexperts, LLC",Feehan et al,https://www.gisaid.org,2020-05-07
EPI_ISL_426627,2020-04-06,genome,Ochsner Health,"BioInfoExperts, LLC",Feehan et al,https://www.gisaid.org,2020-04-17
EPI_ISL_426628,2020-04-06,genome,Ochsner Health,"BioInfoExperts, LLC",Feehan et al,https://www.gisaid.org,2020-04-17
EPI_ISL_436044,2020-03-23,genome,LA office of Public Health Laboratories,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435043,2020-04-15,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-01
EPI_ISL_435550,2020-04-25,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Scott et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435551,2020-04-25,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Scott et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435553,2020-04-25,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Scott et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435554,2020-04-25,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Scott et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435555,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435556,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435557,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435558,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435559,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435560,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435561,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435563,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435565,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435566,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435567,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435036,2020-04-11,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-01
EPI_ISL_435568,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435569,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435571,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435572,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Vanchiere et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435573,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435574,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435575,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435576,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435577,2020-04-20,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435579,2020-04-24,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435038,2020-04-13,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-01
EPI_ISL_435039,2020-04-15,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-01
EPI_ISL_435040,2020-04-15,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-01
EPI_ISL_435041,2020-04-15,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-01
EPI_ISL_435042,2020-04-15,genome,LSUHS Emerging Viral Threat Laboratory,Microbial Genome Sequencing Center,Kamil et al,https://www.gisaid.org,2020-05-01
EPI_ISL_435445,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435446,2020-03-28,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435447,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435448,2020-03-27,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435449,2020-03-27,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435450,2020-03-28,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435451,2020-03-27,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435452,2020-03-27,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435453,2020-03-30,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435454,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435455,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435456,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435457,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435458,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435459,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435460,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435461,2020-04-03,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435462,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435463,2020-03-28,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435464,2020-03-28,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435465,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435466,2020-03-28,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435467,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435468,2020-04-03,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435469,2020-04-03,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435470,2020-04-04,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435471,2020-04-03,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_435472,2020-04-04,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-05
EPI_ISL_437548,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437547,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437546,2020-03-27,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437545,2020-03-29,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437544,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437543,2020-04-08,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437542,2020-04-03,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-11
EPI_ISL_445119,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445120,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445121,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445122,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445123,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445124,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445125,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445126,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445127,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445128,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445130,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445131,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445132,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445133,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445134,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445135,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445136,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445137,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445138,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445139,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445140,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445141,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445142,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445144,2020-03-31,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445145,2020-04-01,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445146,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445147,2020-04-07,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445148,2020-04-07,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445149,2020-04-08,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445150,2020-04-08,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445151,2020-04-07,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445152,2020-04-08,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445153,2020-04-08,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445154,2020-04-07,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445155,2020-04-09,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445156,2020-04-08,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445157,2020-04-08,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445158,2020-04-08,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445159,2020-04-07,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445160,2020-04-07,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445161,2020-04-07,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445162,2020-04-02,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_445163,2020-04-08,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-15
EPI_ISL_437540,2020-04-12,genome,Robert Garry lab,Andersen lab at Scripps Research,Smither et al,https://www.gisaid.org,2020-05-11
EPI_ISL_424868,2020-03-09,genome,LA Office of Public Health Laboratories,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_409067,2020-01-29,genome,Massachusetts Department of Public Health,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Paden et al,https://www.gisaid.org,2020-02-11
EPI_ISL_424843,2020-03-05,genome,MA State Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424913,2020-03-05,genome,MA State Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424914,2020-03-06,genome,MA State Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424915,2020-03-06,genome,MA State Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424916,2020-03-06,genome,MA State Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424917,2020-03-06,genome,MA State Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
